"ENSEMBL" "SYMBOL" "GENENAME"
"543" "ENSG00000042781" "USH2A" "usherin"
"544" "ENSG00000042832" "TG" "thyroglobulin"
"545" "ENSG00000042980" "ADAM28" "ADAM metallopeptidase domain 28"
"546" "ENSG00000043039" "BARX2" "BARX homeobox 2"
"547" "ENSG00000043093" "DCUN1D1" "defective in cullin neddylation 1 domain containing 1"
"549" "ENSG00000043462" "LCP2" "lymphocyte cytosolic protein 2"
"550" "ENSG00000043514" "TRIT1" "tRNA isopentenyltransferase 1"
"552" "ENSG00000044090" "CUL7" "cullin 7"
"554" "ENSG00000044446" "PHKA2" "phosphorylase kinase regulatory subunit alpha 2"
"555" "ENSG00000044459" "CNTLN" "centlein"
"558" "ENSG00000046604" "DSG2" "desmoglein 2"
"559" "ENSG00000046647" "GEMIN8" "gem nuclear organelle associated protein 8"
"561" "ENSG00000046653" "GPM6B" "glycoprotein M6B"
"562" "ENSG00000046889" "PREX2" "phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2"
"564" "ENSG00000047188" "YTHDC2" "YTH domain containing 2"
"565" "ENSG00000047230" "CTPS2" "CTP synthase 2"
"568" "ENSG00000047346" "FAM214A" "family with sequence similarity 214 member A"
"571" "ENSG00000047457" "CP" "ceruloplasmin"
"572" "ENSG00000047578" "KIAA0556" "KIAA0556"
"573" "ENSG00000047579" "DTNBP1" "dystrobrevin binding protein 1"
"574" "ENSG00000047597" "XK" "X-linked Kx blood group"
"575" "ENSG00000047617" "ANO2" "anoctamin 2"
"577" "ENSG00000047634" "SCML1" "Scm polycomb group protein like 1"
"579" "ENSG00000047648" "ARHGAP6" "Rho GTPase activating protein 6"
"580" "ENSG00000047662" "FAM184B" "family with sequence similarity 184 member B"
"582" "ENSG00000047932" "GOPC" "golgi associated PDZ and coiled-coil motif containing"
"583" "ENSG00000048028" "USP28" "ubiquitin specific peptidase 28"
"584" "ENSG00000048052" "HDAC9" "histone deacetylase 9"
"585" "ENSG00000048140" "TSPAN17" "tetraspanin 17"
"586" "ENSG00000048162" "NOP16" "NOP16 nucleolar protein"
"587" "ENSG00000048342" "CC2D2A" "coiled-coil and C2 domain containing 2A"
"591" "ENSG00000048540" "LMO3" "LIM domain only 3"
"595" "ENSG00000048740" "CELF2" "CUGBP Elav-like family member 2"
"598" "ENSG00000049089" "COL9A2" "collagen type IX alpha 2 chain"
"599" "ENSG00000049130" "KITLG" "KIT ligand"
"600" "ENSG00000049167" "ERCC8" "ERCC excision repair 8, CSA ubiquitin ligase complex subunit"
"601" "ENSG00000049192" "ADAMTS6" "ADAM metallopeptidase with thrombospondin type 1 motif 6"
"604" "ENSG00000049246" "PER3" "period circadian regulator 3"
"605" "ENSG00000049249" "TNFRSF9" "TNF receptor superfamily member 9"
"606" "ENSG00000049283" "EPN3" "epsin 3"
"607" "ENSG00000049323" "LTBP1" "latent transforming growth factor beta binding protein 1"
"608" "ENSG00000049449" "RCN1" "reticulocalbin 1"
"609" "ENSG00000049540" "ELN" "elastin"
"610" "ENSG00000049541" "RFC2" "replication factor C subunit 2"
"613" "ENSG00000049759" "NEDD4L" "NEDD4 like E3 ubiquitin protein ligase"
"614" "ENSG00000049768" "FOXP3" "forkhead box P3"
"615" "ENSG00000049769" "PPP1R3F" "protein phosphatase 1 regulatory subunit 3F"
"616" "ENSG00000049860" "HEXB" "hexosaminidase subunit beta"
"617" "ENSG00000049883" "PTCD2" "pentatricopeptide repeat domain 2"
"618" "ENSG00000050030" "NEXMIF" "neurite extension and migration factor"
"619" "ENSG00000050130" "JKAMP" "JNK1/MAPK8 associated membrane protein"
"620" "ENSG00000050165" "DKK3" "dickkopf WNT signaling pathway inhibitor 3"
"622" "ENSG00000050344" "NFE2L3" "nuclear factor, erythroid 2 like 3"
"624" "ENSG00000050405" "LIMA1" "LIM domain and actin binding 1"
"625" "ENSG00000050426" "LETMD1" "LETM1 domain containing 1"
"626" "ENSG00000050438" "SLC4A8" "solute carrier family 4 member 8"
"627" "ENSG00000050628" "PTGER3" "prostaglandin E receptor 3"
"628" "ENSG00000050730" "TNIP3" "TNFAIP3 interacting protein 3"
"630" "ENSG00000050767" "COL23A1" "collagen type XXIII alpha 1 chain"
"631" "ENSG00000050820" "BCAR1" "BCAR1 scaffold protein, Cas family member"
"632" "ENSG00000051009" "FAM160A2" "family with sequence similarity 160 member A2"
"634" "ENSG00000051128" "HOMER3" "homer scaffold protein 3"
"635" "ENSG00000051180" "RAD51" "RAD51 recombinase"
"636" "ENSG00000051341" "POLQ" "DNA polymerase theta"
"637" "ENSG00000051382" "PIK3CB" "phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta"
"641" "ENSG00000051825" "MPHOSPH9" "M-phase phosphoprotein 9"
"642" "ENSG00000052126" "PLEKHA5" "pleckstrin homology domain containing A5"
"643" "ENSG00000052344" "PRSS8" "serine protease 8"
"644" "ENSG00000052723" "SIKE1" "suppressor of IKBKE 1"
"646" "ENSG00000052795" "FNIP2" "folliculin interacting protein 2"
"648" "ENSG00000052841" "TTC17" "tetratricopeptide repeat domain 17"
"649" "ENSG00000053108" "FSTL4" "follistatin like 4"
"652" "ENSG00000053372" "MRTO4" "MRT4 homolog, ribosome maturation factor"
"653" "ENSG00000053438" "NNAT" "neuronatin"
"654" "ENSG00000053501" "USE1" "unconventional SNARE in the ER 1"
"655" "ENSG00000053524" "MCF2L2" "MCF.2 cell line derived transforming sequence-like 2"
"656" "ENSG00000053702" "NRIP2" "nuclear receptor interacting protein 2"
"657" "ENSG00000053747" "LAMA3" "laminin subunit alpha 3"
"659" "ENSG00000053900" "ANAPC4" "anaphase promoting complex subunit 4"
"660" "ENSG00000053918" "KCNQ1" "potassium voltage-gated channel subfamily Q member 1"
"663" "ENSG00000054148" "PHPT1" "phosphohistidine phosphatase 1"
"664" "ENSG00000054179" "ENTPD2" "ectonucleoside triphosphate diphosphohydrolase 2"
"665" "ENSG00000054219" "LY75" "lymphocyte antigen 75"
"667" "ENSG00000054277" "OPN3" "opsin 3"
"669" "ENSG00000054392" "HHAT" "hedgehog acyltransferase"
"674" "ENSG00000054690" "PLEKHH1" "pleckstrin homology, MyTH4 and FERM domain containing H1"
"675" "ENSG00000054793" "ATP9A" "ATPase phospholipid transporting 9A (putative)"
"677" "ENSG00000054967" "RELT" "RELT TNF receptor"
"678" "ENSG00000054983" "GALC" "galactosylceramidase"
"679" "ENSG00000055044" "NOP58" "NOP58 ribonucleoprotein"
"682" "ENSG00000055147" "FAM114A2" "family with sequence similarity 114 member A2"
"683" "ENSG00000055163" "CYFIP2" "cytoplasmic FMR1 interacting protein 2"
"689" "ENSG00000055732" "MCOLN3" "mucolipin 3"
"691" "ENSG00000055950" "MRPL43" "mitochondrial ribosomal protein L43"
"692" "ENSG00000055955" "ITIH4" "inter-alpha-trypsin inhibitor heavy chain 4"
"693" "ENSG00000055957" "ITIH1" "inter-alpha-trypsin inhibitor heavy chain 1"
"694" "ENSG00000056050" "HPF1" "histone PARylation factor 1"
"696" "ENSG00000056277" "ZNF280C" "zinc finger protein 280C"
"697" "ENSG00000056558" "TRAF1" "TNF receptor associated factor 1"
"699" "ENSG00000056736" "IL17RB" "interleukin 17 receptor B"
"700" "ENSG00000056972" "TRAF3IP2" "TRAF3 interacting protein 2"
"701" "ENSG00000056998" "GYG2" "glycogenin 2"
"702" "ENSG00000057019" "DCBLD2" "discoidin, CUB and LCCL domain containing 2"
"703" "ENSG00000057149" "SERPINB3" "serpin family B member 3"
"705" "ENSG00000057294" "PKP2" "plakophilin 2"
"707" "ENSG00000057657" "PRDM1" "PR/SET domain 1"
"709" "ENSG00000057704" "TMCC3" "transmembrane and coiled-coil domain family 3"
"711" "ENSG00000057935" "MTA3" "metastasis associated 1 family member 3"
"712" "ENSG00000058056" "USP13" "ubiquitin specific peptidase 13"
"714" "ENSG00000058085" "LAMC2" "laminin subunit gamma 2"
"715" "ENSG00000058091" "CDK14" "cyclin dependent kinase 14"
"718" "ENSG00000058335" "RASGRF1" "Ras protein specific guanine nucleotide releasing factor 1"
"719" "ENSG00000058404" "CAMK2B" "calcium/calmodulin dependent protein kinase II beta"
"720" "ENSG00000058453" "CROCC" "ciliary rootlet coiled-coil, rootletin"
"721" "ENSG00000058600" "POLR3E" "RNA polymerase III subunit E"
"723" "ENSG00000058673" "ZC3H11A" "zinc finger CCCH-type containing 11A"
"724" "ENSG00000058729" "RIOK2" "RIO kinase 2"
"726" "ENSG00000058804" "NDC1" "NDC1 transmembrane nucleoporin"
"727" "ENSG00000058866" "DGKG" "diacylglycerol kinase gamma"
"728" "ENSG00000059122" "FLYWCH1" "FLYWCH-type zinc finger 1"
"729" "ENSG00000059145" "UNKL" "unk like zinc finger"
"730" "ENSG00000059377" "TBXAS1" "thromboxane A synthase 1"
"731" "ENSG00000059378" "PARP12" "poly(ADP-ribose) polymerase family member 12"
"732" "ENSG00000059573" "ALDH18A1" "aldehyde dehydrogenase 18 family member A1"
"733" "ENSG00000059588" "TARBP1" "TAR (HIV-1) RNA binding protein 1"
"734" "ENSG00000059691" "GATB" "glutamyl-tRNA amidotransferase subunit B"
"735" "ENSG00000059728" "MXD1" "MAX dimerization protein 1"
"737" "ENSG00000059769" "DNAJC25" "DnaJ heat shock protein family (Hsp40) member C25"
"738" "ENSG00000059804" "SLC2A3" "solute carrier family 2 member 3"
"739" "ENSG00000059915" "PSD" "pleckstrin and Sec7 domain containing"
"740" "ENSG00000060069" "CTDP1" "CTD phosphatase subunit 1"
"741" "ENSG00000060138" "YBX3" "Y-box binding protein 3"
"742" "ENSG00000060140" "STYK1" "serine/threonine/tyrosine kinase 1"
"748" "ENSG00000060656" "PTPRU" "protein tyrosine phosphatase receptor type U"
"749" "ENSG00000060688" "SNRNP40" "small nuclear ribonucleoprotein U5 subunit 40"
"750" "ENSG00000060709" "RIMBP2" "RIMS binding protein 2"
"751" "ENSG00000060749" "QSER1" "glutamine and serine rich 1"
"752" "ENSG00000060762" "MPC1" "mitochondrial pyruvate carrier 1"
"753" "ENSG00000060971" "ACAA1" "acetyl-CoA acyltransferase 1"
"756" "ENSG00000061337" "LZTS1" "leucine zipper tumor suppressor 1"
"757" "ENSG00000061455" "PRDM6" "PR/SET domain 6"
"758" "ENSG00000061656" "SPAG4" "sperm associated antigen 4"
"759" "ENSG00000061676" "NCKAP1" "NCK associated protein 1"
"760" "ENSG00000061794" "MRPS35" "mitochondrial ribosomal protein S35"
"761" "ENSG00000061918" "GUCY1B1" "guanylate cyclase 1 soluble subunit beta 1"
"762" "ENSG00000061936" "SFSWAP" "splicing factor SWAP"
"763" "ENSG00000061938" "TNK2" "tyrosine kinase non receptor 2"
"765" "ENSG00000062038" "CDH3" "cadherin 3"
"767" "ENSG00000062282" "DGAT2" "diacylglycerol O-acyltransferase 2"
"768" "ENSG00000062370" "ZNF112" "zinc finger protein 112"
"770" "ENSG00000062524" "LTK" "leukocyte receptor tyrosine kinase"
"771" "ENSG00000062582" "MRPS24" "mitochondrial ribosomal protein S24"
"774" "ENSG00000062716" "VMP1" "vacuole membrane protein 1"
"775" "ENSG00000062725" "APPBP2" "amyloid beta precursor protein binding protein 2"
"776" "ENSG00000062822" "POLD1" "DNA polymerase delta 1, catalytic subunit"
"777" "ENSG00000063015" "SEZ6" "seizure related 6 homolog"
"779" "ENSG00000063127" "SLC6A16" "solute carrier family 6 member 16"
"780" "ENSG00000063169" "BICRA" "BRD4 interacting chromatin remodeling complex associated protein"
"781" "ENSG00000063176" "SPHK2" "sphingosine kinase 2"
"783" "ENSG00000063180" "CA11" "carbonic anhydrase 11"
"784" "ENSG00000063241" "ISOC2" "isochorismatase domain containing 2"
"788" "ENSG00000063587" "ZNF275" "zinc finger protein 275"
"790" "ENSG00000063660" "GPC1" "glypican 1"
"791" "ENSG00000063761" "ADCK1" "aarF domain containing kinase 1"
"795" "ENSG00000064042" "LIMCH1" "LIM and calponin homology domains 1"
"796" "ENSG00000064102" "INTS13" "integrator complex subunit 13"
"798" "ENSG00000064199" "SPA17" "sperm autoantigenic protein 17"
"799" "ENSG00000064201" "TSPAN32" "tetraspanin 32"
"800" "ENSG00000064205" "CCN5" "cellular communication network factor 5"
"801" "ENSG00000064218" "DMRT3" "doublesex and mab-3 related transcription factor 3"
"802" "ENSG00000064225" "ST3GAL6" "ST3 beta-galactoside alpha-2,3-sialyltransferase 6"
"803" "ENSG00000064270" "ATP2C2" "ATPase secretory pathway Ca2+ transporting 2"
"804" "ENSG00000064300" "NGFR" "nerve growth factor receptor"
"805" "ENSG00000064309" "CDON" "cell adhesion associated, oncogene regulated"
"809" "ENSG00000064489" NA NA
"811" "ENSG00000064545" "TMEM161A" "transmembrane protein 161A"
"812" "ENSG00000064547" "LPAR2" "lysophosphatidic acid receptor 2"
"814" "ENSG00000064607" "SUGP2" "SURP and G-patch domain containing 2"
"815" "ENSG00000064651" "SLC12A2" "solute carrier family 12 member 2"
"816" "ENSG00000064652" "SNX24" "sorting nexin 24"
"817" "ENSG00000064655" "EYA2" "EYA transcriptional coactivator and phosphatase 2"
"818" "ENSG00000064666" "CNN2" "calponin 2"
"819" "ENSG00000064687" "ABCA7" "ATP binding cassette subfamily A member 7"
"820" "ENSG00000064692" "SNCAIP" "synuclein alpha interacting protein"
"823" "ENSG00000064763" "FAR2" "fatty acyl-CoA reductase 2"
"824" "ENSG00000064787" "BCAS1" "breast carcinoma amplified sequence 1"
"825" "ENSG00000064886" "CHI3L2" "chitinase 3 like 2"
"826" "ENSG00000064932" "SBNO2" "strawberry notch homolog 2"
"827" "ENSG00000064933" "PMS1" "PMS1 homolog 1, mismatch repair system component"
"828" "ENSG00000064961" "HMG20B" "high mobility group 20B"
"829" "ENSG00000064989" "CALCRL" "calcitonin receptor like receptor"
"830" "ENSG00000064995" "TAF11" "TATA-box binding protein associated factor 11"
"833" "ENSG00000065029" "ZNF76" "zinc finger protein 76"
"834" "ENSG00000065054" "SLC9A3R2" "SLC9A3 regulator 2"
"835" "ENSG00000065057" "NTHL1" "nth like DNA glycosylase 1"
"840" "ENSG00000065183" "WDR3" "WD repeat domain 3"
"842" "ENSG00000065268" "WDR18" "WD repeat domain 18"
"843" "ENSG00000065308" "TRAM2" "translocation associated membrane protein 2"
"844" "ENSG00000065320" "NTN1" "netrin 1"
"845" "ENSG00000065328" "MCM10" "minichromosome maintenance 10 replication initiation factor"
"847" "ENSG00000065361" "ERBB3" "erb-b2 receptor tyrosine kinase 3"
"848" "ENSG00000065413" "ANKRD44" "ankyrin repeat domain 44"
"851" "ENSG00000065485" "PDIA5" "protein disulfide isomerase family A member 5"
"852" "ENSG00000065491" "TBC1D22B" "TBC1 domain family member 22B"
"853" "ENSG00000065518" "NDUFB4" "NADH:ubiquinone oxidoreductase subunit B4"
"855" "ENSG00000065534" "MYLK" "myosin light chain kinase"
"858" "ENSG00000065600" "PACC1" "proton activated chloride channel 1"
"861" "ENSG00000065618" "COL17A1" "collagen type XVII alpha 1 chain"
"862" "ENSG00000065621" "GSTO2" "glutathione S-transferase omega 2"
"863" "ENSG00000065665" "SEC61A2" "SEC61 translocon alpha 2 subunit"
"864" "ENSG00000065675" "PRKCQ" "protein kinase C theta"
"865" "ENSG00000065717" "TLE2" "TLE family member 2, transcriptional corepressor"
"866" "ENSG00000065802" "ASB1" "ankyrin repeat and SOCS box containing 1"
"868" "ENSG00000065833" "ME1" "malic enzyme 1"
"870" "ENSG00000065883" "CDK13" "cyclin dependent kinase 13"
"871" "ENSG00000065911" "MTHFD2" "methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"
"872" "ENSG00000065923" "SLC9A7" "solute carrier family 9 member A7"
"877" "ENSG00000066032" "CTNNA2" "catenin alpha 2"
"879" "ENSG00000066056" "TIE1" "tyrosine kinase with immunoglobulin like and EGF like domains 1"
"882" "ENSG00000066135" "KDM4A" "lysine demethylase 4A"
"883" "ENSG00000066136" "NFYC" "nuclear transcription factor Y subunit gamma"
"884" "ENSG00000066185" "ZMYND12" "zinc finger MYND-type containing 12"
"885" "ENSG00000066230" "SLC9A3" "solute carrier family 9 member A3"
"886" "ENSG00000066248" "NGEF" "neuronal guanine nucleotide exchange factor"
"887" "ENSG00000066279" "ASPM" "abnormal spindle microtubule assembly"
"888" "ENSG00000066294" "CD84" "CD84 molecule"
"889" "ENSG00000066322" "ELOVL1" "ELOVL fatty acid elongase 1"
"890" "ENSG00000066336" "SPI1" "Spi-1 proto-oncogene"
"891" "ENSG00000066379" "ZNRD1" "zinc ribbon domain containing 1"
"892" "ENSG00000066382" "MPPED2" "metallophosphoesterase domain containing 2"
"893" "ENSG00000066405" "CLDN18" "claudin 18"
"894" "ENSG00000066422" "ZBTB11" "zinc finger and BTB domain containing 11"
"895" "ENSG00000066427" "ATXN3" "ataxin 3"
"896" "ENSG00000066455" "GOLGA5" "golgin A5"
"897" "ENSG00000066468" "FGFR2" "fibroblast growth factor receptor 2"
"898" "ENSG00000066557" "LRRC40" "leucine rich repeat containing 40"
"899" "ENSG00000066583" "ISOC1" "isochorismatase domain containing 1"
"900" "ENSG00000066629" "EML1" "EMAP like 1"
"901" "ENSG00000066651" "TRMT11" "tRNA methyltransferase 11 homolog"
"903" "ENSG00000066697" "MSANTD3" "Myb/SANT DNA binding domain containing 3"
"906" "ENSG00000066813" "ACSM2B" "acyl-CoA synthetase medium chain family member 2B"
"907" "ENSG00000066827" "ZFAT" "zinc finger and AT-hook domain containing"
"908" "ENSG00000066855" "MTFR1" "mitochondrial fission regulator 1"
"909" "ENSG00000066923" "STAG3" "stromal antigen 3"
"910" "ENSG00000066926" "FECH" "ferrochelatase"
"912" "ENSG00000067048" "DDX3Y" "DEAD-box helicase 3 Y-linked"
"917" "ENSG00000067113" "PLPP1" "phospholipid phosphatase 1"
"918" "ENSG00000067141" "NEO1" "neogenin 1"
"920" "ENSG00000067177" "PHKA1" "phosphorylase kinase regulatory subunit alpha 1"
"921" "ENSG00000067182" "TNFRSF1A" "TNF receptor superfamily member 1A"
"922" "ENSG00000067191" "CACNB1" "calcium voltage-gated channel auxiliary subunit beta 1"
"923" "ENSG00000067208" "EVI5" "ecotropic viral integration site 5"
"924" "ENSG00000067221" "STOML1" "stomatin like 1"
"926" "ENSG00000067248" "DHX29" "DExH-box helicase 29"
"927" "ENSG00000067334" "DNTTIP2" "deoxynucleotidyltransferase terminal interacting protein 2"
"928" "ENSG00000067365" "METTL22" "methyltransferase like 22"
"930" "ENSG00000067445" "TRO" "trophinin"
"931" "ENSG00000067533" "RRP15" "ribosomal RNA processing 15 homolog"
"935" "ENSG00000067646" "ZFY" "zinc finger protein Y-linked"
"936" "ENSG00000067704" "IARS2" "isoleucyl-tRNA synthetase 2, mitochondrial"
"937" "ENSG00000067798" "NAV3" "neuron navigator 3"
"940" "ENSG00000067840" "PDZD4" "PDZ domain containing 4"
"944" "ENSG00000068001" "HYAL2" "hyaluronidase 2"
"945" "ENSG00000068024" "HDAC4" "histone deacetylase 4"
"946" "ENSG00000068028" "RASSF1" "Ras association domain family member 1"
"947" "ENSG00000068078" "FGFR3" "fibroblast growth factor receptor 3"
"948" "ENSG00000068079" "IFI35" "interferon induced protein 35"
"949" "ENSG00000068097" "HEATR6" "HEAT repeat containing 6"
"950" "ENSG00000068120" "COASY" "Coenzyme A synthase"
"951" "ENSG00000068137" "PLEKHH3" "pleckstrin homology, MyTH4 and FERM domain containing H3"
"955" "ENSG00000068354" "TBC1D25" "TBC1 domain family member 25"
"956" "ENSG00000068366" "ACSL4" "acyl-CoA synthetase long chain family member 4"
"957" "ENSG00000068383" "INPP5A" "inositol polyphosphate-5-phosphatase A"
"960" "ENSG00000068438" "FTSJ1" "FtsJ RNA 2'-O-methyltransferase 1"
"961" "ENSG00000068489" "PRR11" "proline rich 11"
"962" "ENSG00000068615" "REEP1" "receptor accessory protein 1"
"963" "ENSG00000068650" "ATP11A" "ATPase phospholipid transporting 11A"
"964" "ENSG00000068654" "POLR1A" "RNA polymerase I subunit A"
"969" "ENSG00000068796" "KIF2A" "kinesin family member 2A"
"970" "ENSG00000068831" "RASGRP2" "RAS guanyl releasing protein 2"
"973" "ENSG00000068903" "SIRT2" "sirtuin 2"
"974" "ENSG00000068912" "ERLEC1" "endoplasmic reticulum lectin 1"
"975" "ENSG00000068971" "PPP2R5B" "protein phosphatase 2 regulatory subunit B'beta"
"976" "ENSG00000068976" "PYGM" "glycogen phosphorylase, muscle associated"
"977" "ENSG00000069011" "PITX1" "paired like homeodomain 1"
"979" "ENSG00000069122" "ADGRF5" "adhesion G protein-coupled receptor F5"
"980" "ENSG00000069188" "SDK2" "sidekick cell adhesion molecule 2"
"981" "ENSG00000069248" "NUP133" "nucleoporin 133"
"982" "ENSG00000069275" "NUCKS1" "nuclear casein kinase and cyclin dependent kinase substrate 1"
"985" "ENSG00000069399" "BCL3" "BCL3 transcription coactivator"
"986" "ENSG00000069424" "KCNAB2" "potassium voltage-gated channel subfamily A regulatory beta subunit 2"
"988" "ENSG00000069493" "CLEC2D" "C-type lectin domain family 2 member D"
"989" "ENSG00000069509" "FUNDC1" "FUN14 domain containing 1"
"990" "ENSG00000069535" "MAOB" "monoamine oxidase B"
